# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-20)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|O07084|2.A.4.1.3	2.A.4.1.3	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|O07084|2.A.4.1.3	40.656	4.37e-64	216	95	gnl|DSMZ|unitig_0|quiver_consensus	5974401	5973499	transporter
gnl|TC-DB|O07084|2.A.4.1.3	2.A.4.1.3	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|O07084|2.A.4.1.3	40.656	4.37e-64	216	95	gnl|DSMZ|unitig_0|quiver_consensus	5974401	5973499	transporter
gnl|TC-DB|P75757|2.A.4.1.4	2.A.4.1.4	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|P75757|2.A.4.1.4	40.404	9.84e-43	155	94	gnl|DSMZ|unitig_0|quiver_consensus	5974410	5973535	transporter
gnl|TC-DB|P75757|2.A.4.1.4	2.A.4.1.4	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P75757|2.A.4.1.4	40.404	9.84e-43	155	94	gnl|DSMZ|unitig_0|quiver_consensus	5974410	5973535	transporter
gnl|TC-DB|A0QQH3|2.A.4.1.5	2.A.4.1.5	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|A0QQH3|2.A.4.1.5	38.567	4.93e-48	170	99	gnl|DSMZ|unitig_0|quiver_consensus	5974410	5973547	transporter
gnl|TC-DB|Q8DNK3|2.A.4.1.7	2.A.4.1.7	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q8DNK3|2.A.4.1.7	28.235	5.74e-26	105	83	gnl|DSMZ|unitig_0|quiver_consensus	5974359	5973619	transporter
gnl|TC-DB|Q62941|2.A.4.3.1	2.A.4.3.1	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q62941|2.A.4.3.1	33.974	7.86e-41	151	93	gnl|DSMZ|unitig_0|quiver_consensus	5974431	5973550	transporter
gnl|TC-DB|Q62941|2.A.4.3.1	2.A.4.3.1	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|Q62941|2.A.4.3.1	33.974	7.86e-41	151	93	gnl|DSMZ|unitig_0|quiver_consensus	5974431	5973550	transporter
gnl|TC-DB|Q62941|2.A.4.3.1	2.A.4.3.1	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q62941|2.A.4.3.1	33.974	7.86e-41	151	93	gnl|DSMZ|unitig_0|quiver_consensus	5974431	5973550	transporter
gnl|TC-DB|Q99726|2.A.4.3.2	2.A.4.3.2	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q99726|2.A.4.3.2	31.229	1.88e-33	130	77	gnl|DSMZ|unitig_0|quiver_consensus	5974368	5973547	transporter
gnl|TC-DB|Q8IWU4|2.A.4.3.5	2.A.4.3.5	Zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q8IWU4|2.A.4.3.5	32.384	1.45e-29	118	76	gnl|DSMZ|unitig_0|quiver_consensus	5974362	5973550	transporter
gnl|TC-DB|I1ZI47|2.A.4.3.8	2.A.4.3.8	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|I1ZI47|2.A.4.3.8	29.330	3.22e-39	147	92	gnl|DSMZ|unitig_0|quiver_consensus	5974458	5973550	transporter
gnl|TC-DB|I1ZI47|2.A.4.3.8	2.A.4.3.8	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|I1ZI47|2.A.4.3.8	29.330	3.22e-39	147	92	gnl|DSMZ|unitig_0|quiver_consensus	5974458	5973550	transporter
gnl|TC-DB|Q1LRZ2|2.A.4.3.9	2.A.4.3.9	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q1LRZ2|2.A.4.3.9	42.898	5.41e-33	129	91	gnl|DSMZ|unitig_0|quiver_consensus	2541258	2542256	transporter
gnl|TC-DB|Q1LRZ2|2.A.4.3.9	2.A.4.3.9	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|Q1LRZ2|2.A.4.3.9	42.898	5.41e-33	129	91	gnl|DSMZ|unitig_0|quiver_consensus	2541258	2542256	transporter
gnl|TC-DB|Q1LRZ2|2.A.4.3.9	2.A.4.3.9	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q1LRZ2|2.A.4.3.9	42.898	5.41e-33	129	91	gnl|DSMZ|unitig_0|quiver_consensus	2541258	2542256	transporter
gnl|TC-DB|P69380|2.A.4.7.1	2.A.4.7.1	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|P69380|2.A.4.7.1	48.485	4.34e-75	248	89	gnl|DSMZ|unitig_0|quiver_consensus	6180795	6181586	transporter
gnl|TC-DB|P69380|2.A.4.7.1	2.A.4.7.1	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|P69380|2.A.4.7.1	48.485	4.34e-75	248	89	gnl|DSMZ|unitig_0|quiver_consensus	6180795	6181586	transporter
gnl|TC-DB|P69380|2.A.4.7.1	2.A.4.7.1	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|P69380|2.A.4.7.1	48.485	4.34e-75	248	89	gnl|DSMZ|unitig_0|quiver_consensus	6180795	6181586	transporter
gnl|TC-DB|P69380|2.A.4.7.1	2.A.4.7.1	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|P69380|2.A.4.7.1	48.485	4.34e-75	248	89	gnl|DSMZ|unitig_0|quiver_consensus	6180795	6181586	transporter
gnl|TC-DB|P69380|2.A.4.7.1	2.A.4.7.1	mercury	EX_cpd00531_e0	rxn08716,rxn29261	gnl|TC-DB|P69380|2.A.4.7.1	48.485	4.34e-75	248	89	gnl|DSMZ|unitig_0|quiver_consensus	6180795	6181586	transporter
gnl|TC-DB|P69380|2.A.4.7.1	2.A.4.7.1	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P69380|2.A.4.7.1	48.485	4.34e-75	248	89	gnl|DSMZ|unitig_0|quiver_consensus	6180795	6181586	transporter
gnl|TC-DB|Q8VLX7|2.A.4.7.10	2.A.4.7.10	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|Q8VLX7|2.A.4.7.10	33.462	2.38e-14	71.2	89	gnl|DSMZ|unitig_0|quiver_consensus	6180807	6181577	transporter
gnl|TC-DB|Q8VLX7|2.A.4.7.10	2.A.4.7.10	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q8VLX7|2.A.4.7.10	33.462	2.38e-14	71.2	89	gnl|DSMZ|unitig_0|quiver_consensus	6180807	6181577	transporter
gnl|TC-DB|Q6NE50|2.A.4.7.3	2.A.4.7.3	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q6NE50|2.A.4.7.3	21.514	1.63e-07	50.4	83	gnl|DSMZ|unitig_0|quiver_consensus	6180783	6181532	transporter
gnl|TC-DB|Q6NE50|2.A.4.7.3	2.A.4.7.3	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q6NE50|2.A.4.7.3	21.514	1.63e-07	50.4	83	gnl|DSMZ|unitig_0|quiver_consensus	6180783	6181532	transporter
gnl|TC-DB|Q6NE57|2.A.4.7.4	2.A.4.7.4	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q6NE57|2.A.4.7.4	26.335	5.28e-12	64.7	86	gnl|DSMZ|unitig_0|quiver_consensus	6180771	6181583	transporter
gnl|TC-DB|Q6NE57|2.A.4.7.4	2.A.4.7.4	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q6NE57|2.A.4.7.4	26.335	5.28e-12	64.7	86	gnl|DSMZ|unitig_0|quiver_consensus	6180771	6181583	transporter
gnl|TC-DB|Q8E919|2.A.4.7.5	2.A.4.7.5	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q8E919|2.A.4.7.5	48.454	7.31e-59	201	98	gnl|DSMZ|unitig_0|quiver_consensus	6180711	6181583	transporter
gnl|TC-DB|Q8E919|2.A.4.7.5	2.A.4.7.5	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q8E919|2.A.4.7.5	48.454	7.31e-59	201	98	gnl|DSMZ|unitig_0|quiver_consensus	6180711	6181583	transporter
gnl|TC-DB|Q92N44|2.A.4.7.7	2.A.4.7.7	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|Q92N44|2.A.4.7.7	29.592	2.44e-20	89.7	94	gnl|DSMZ|unitig_0|quiver_consensus	6180711	6181577	transporter
gnl|TC-DB|Q0ATH5|2.A.4.7.8	2.A.4.7.8	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q0ATH5|2.A.4.7.8	43.416	6.86e-48	170	87	gnl|DSMZ|unitig_0|quiver_consensus	6180750	6181589	transporter
gnl|TC-DB|Q0ATH5|2.A.4.7.8	2.A.4.7.8	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q0ATH5|2.A.4.7.8	43.416	6.86e-48	170	87	gnl|DSMZ|unitig_0|quiver_consensus	6180750	6181589	transporter
gnl|TC-DB|Q1LHU8|2.A.4.7.9	2.A.4.7.9	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q1LHU8|2.A.4.7.9	28.772	3.45e-17	80.9	83	gnl|DSMZ|unitig_0|quiver_consensus	6180744	6181583	transporter
gnl|TC-DB|Q1LHU8|2.A.4.7.9	2.A.4.7.9	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|Q1LHU8|2.A.4.7.9	28.772	3.45e-17	80.9	83	gnl|DSMZ|unitig_0|quiver_consensus	6180744	6181583	transporter
gnl|TC-DB|Q1LHU8|2.A.4.7.9	2.A.4.7.9	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q1LHU8|2.A.4.7.9	28.772	3.45e-17	80.9	83	gnl|DSMZ|unitig_0|quiver_consensus	6180744	6181583	transporter
gnl|TC-DB|Q1LHU8|2.A.4.7.9	2.A.4.7.9	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q1LHU8|2.A.4.7.9	28.772	3.45e-17	80.9	83	gnl|DSMZ|unitig_0|quiver_consensus	6180744	6181583	transporter
gnl|TC-DB|Q1LHU8|2.A.4.7.9	2.A.4.7.9	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|Q1LHU8|2.A.4.7.9	28.772	3.45e-17	80.9	83	gnl|DSMZ|unitig_0|quiver_consensus	6180744	6181583	transporter
gnl|TC-DB|Q1LHU8|2.A.4.7.9	2.A.4.7.9	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q1LHU8|2.A.4.7.9	28.772	3.45e-17	80.9	83	gnl|DSMZ|unitig_0|quiver_consensus	6180744	6181583	transporter
gnl|TC-DB|P0AGM7|2.A.40.1.1	2.A.40.1.1	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|P0AGM7|2.A.40.1.1	40.594	1.17e-81	272	93	gnl|DSMZ|unitig_0|quiver_consensus	5892446	5893645	transporter
gnl|TC-DB|Q9CF78|2.A.40.1.2	2.A.40.1.2	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|Q9CF78|2.A.40.1.2	39.120	8.79e-62	214	99	gnl|DSMZ|unitig_0|quiver_consensus	5892476	5893663	transporter
gnl|TC-DB|P39766|2.A.40.1.4	2.A.40.1.4	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|P39766|2.A.40.1.4	42.054	5.00e-81	271	99	gnl|DSMZ|unitig_0|quiver_consensus	5892476	5893684	transporter
gnl|TC-DB|A2SPV2|2.A.40.2.2	2.A.40.2.2	Xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|A2SPV2|2.A.40.2.2	24.235	4.48e-20	92.4	78	gnl|DSMZ|unitig_0|quiver_consensus	3707273	3708535	transporter
gnl|TC-DB|A2SPV2|2.A.40.2.2	2.A.40.2.2	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|A2SPV2|2.A.40.2.2	24.235	4.48e-20	92.4	78	gnl|DSMZ|unitig_0|quiver_consensus	3707273	3708535	transporter
gnl|TC-DB|P42086|2.A.40.3.1	2.A.40.3.1	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P42086|2.A.40.3.1	42.432	1.15e-89	296	97	gnl|DSMZ|unitig_0|quiver_consensus	5034047	5035252	transporter
gnl|TC-DB|Q46821|2.A.40.3.3	2.A.40.3.3	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|Q46821|2.A.40.3.3	49.645	1.95e-118	380	93	gnl|DSMZ|unitig_0|quiver_consensus	5034005	5035264	transporter
gnl|TC-DB|Q07307|2.A.40.4.1	2.A.40.4.1	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|Q07307|2.A.40.4.1	32.458	2.65e-54	197	90	gnl|DSMZ|unitig_0|quiver_consensus	3707216	3708661	transporter
gnl|TC-DB|P0AGM9|2.A.40.4.2	2.A.40.4.2	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P0AGM9|2.A.40.4.2	45.575	3.63e-118	379	98	gnl|DSMZ|unitig_0|quiver_consensus	3707237	3708568	transporter
gnl|TC-DB|P67444|2.A.40.4.3	2.A.40.4.3	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P67444|2.A.40.4.3	47.153	6.82e-115	370	97	gnl|DSMZ|unitig_0|quiver_consensus	3707264	3708568	transporter
gnl|TC-DB|P48777|2.A.40.4.4	2.A.40.4.4	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P48777|2.A.40.4.4	30.290	7.01e-41	157	77	gnl|DSMZ|unitig_0|quiver_consensus	3707255	3708472	transporter
gnl|TC-DB|D1AKK0|2.A.40.5.3	2.A.40.5.3	Xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|D1AKK0|2.A.40.5.3	22.055	1.78e-06	48.5	90	gnl|DSMZ|unitig_0|quiver_consensus	2177904	2179058	transporter
gnl|TC-DB|D1AKK0|2.A.40.5.3	2.A.40.5.3	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|D1AKK0|2.A.40.5.3	22.055	1.78e-06	48.5	90	gnl|DSMZ|unitig_0|quiver_consensus	2177904	2179058	transporter
gnl|TC-DB|Q9WTW7|2.A.40.6.1	2.A.40.6.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9WTW7|2.A.40.6.1	23.591	2.65e-19	90.9	81	gnl|DSMZ|unitig_0|quiver_consensus	5033951	5035180	transporter
gnl|TC-DB|Q41760|2.A.40.6.3	2.A.40.6.3	ascorbate	EX_cpd00059_e0	rxn13811	gnl|TC-DB|Q41760|2.A.40.6.3	24.221	4.61e-17	82.8	76	gnl|DSMZ|unitig_0|quiver_consensus	5034014	5035147	transporter
gnl|TC-DB|Q9UHI7|2.A.40.6.5	2.A.40.6.5	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9UHI7|2.A.40.6.5	22.000	8.78e-13	69.7	80	gnl|DSMZ|unitig_0|quiver_consensus	3707213	3708505	transporter
gnl|TC-DB|NP_001256967.1|2.A.40.6.7	2.A.40.6.7	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|NP_001256967.1|2.A.40.6.7	26.033	1.90e-23	103	75	gnl|DSMZ|unitig_0|quiver_consensus	3707261	3708505	transporter
gnl|TC-DB|O34987|2.A.40.7.2	2.A.40.7.2	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|O34987|2.A.40.7.2	47.045	8.53e-88	290	97	gnl|DSMZ|unitig_0|quiver_consensus	6132642	6133874	transporter
gnl|TC-DB|P31440|2.A.40.7.4	2.A.40.7.4	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P31440|2.A.40.7.4	51.834	1.23e-127	405	93	gnl|DSMZ|unitig_0|quiver_consensus	6132642	6133868	transporter
gnl|TC-DB|P0AF52|2.A.40.7.5	2.A.40.7.5	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P0AF52|2.A.40.7.5	40.920	1.50e-56	200	98	gnl|DSMZ|unitig_0|quiver_consensus	6132627	6133907	transporter
gnl|TC-DB|P0AAD6|2.A.42.2.1	2.A.42.2.1	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P0AAD6|2.A.42.2.1	68.981	2.03e-178	550	99	gnl|DSMZ|unitig_0|quiver_consensus	1116765	1115500	transporter
gnl|TC-DB|P0AAD8|2.A.42.2.2	2.A.42.2.2	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|P0AAD8|2.A.42.2.2	49.184	8.52e-123	391	98	gnl|DSMZ|unitig_0|quiver_consensus	2789200	2790411	transporter
gnl|TC-DB|P0AAD8|2.A.42.2.2	2.A.42.2.2	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P0AAD8|2.A.42.2.2	49.184	8.52e-123	391	98	gnl|DSMZ|unitig_0|quiver_consensus	2789200	2790411	transporter
gnl|TC-DB|WP_078436298.1|2.A.45.1.2	2.A.45.1.2	arsenate	EX_cpd01048_e0	rxn13759	gnl|TC-DB|WP_078436298.1|2.A.45.1.2	33.492	2.07e-62	216	97	gnl|DSMZ|unitig_0|quiver_consensus	4298614	4299852	transporter
gnl|TC-DB|WP_078436298.1|2.A.45.1.2	2.A.45.1.2	arsenite	EX_cpd04098_e0	rxn05507	gnl|TC-DB|WP_078436298.1|2.A.45.1.2	33.492	2.07e-62	216	97	gnl|DSMZ|unitig_0|quiver_consensus	4298614	4299852	transporter
gnl|TC-DB|Q88I34|2.A.46.1.10	2.A.46.1.1	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q88I34|2.A.46.1.10	56.011	6.60e-103	333	87	gnl|DSMZ|unitig_0|quiver_consensus	5678330	5679427	transporter
gnl|TC-DB|Q88I34|2.A.46.1.10	2.A.46.1.10	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q88I34|2.A.46.1.10	56.011	6.60e-103	333	87	gnl|DSMZ|unitig_0|quiver_consensus	5678330	5679427	transporter
gnl|TC-DB|Q0S582|2.A.46.1.2	2.A.46.1.2	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q0S582|2.A.46.1.2	31.888	1.08e-29	120	91	gnl|DSMZ|unitig_0|quiver_consensus	5678360	5679508	transporter
gnl|TC-DB|F8A1M3|2.A.46.1.4	2.A.46.1.4	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|F8A1M3|2.A.46.1.4	35.440	1.49e-37	143	91	gnl|DSMZ|unitig_0|quiver_consensus	2054201	2053113	transporter
gnl|TC-DB|D5MPH4|2.A.46.1.5	2.A.46.1.5	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|D5MPH4|2.A.46.1.5	29.199	2.12e-31	125	93	gnl|DSMZ|unitig_0|quiver_consensus	5678354	5679493	transporter
gnl|TC-DB|E4PGB6|2.A.46.1.7	2.A.46.1.7	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|E4PGB6|2.A.46.1.7	28.421	2.69e-24	103	97	gnl|DSMZ|unitig_0|quiver_consensus	848181	847072	transporter
gnl|TC-DB|P76103|2.A.46.1.9	2.A.46.1.9	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|P76103|2.A.46.1.9	45.213	3.60e-85	281	96	gnl|DSMZ|unitig_0|quiver_consensus	2054222	2053095	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q2FFH9|2.A.47.1.11	24.204	3.60e-18	86.3	86	gnl|DSMZ|unitig_0|quiver_consensus	2565075	2566418	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q2FFH9|2.A.47.1.11	24.204	3.60e-18	86.3	86	gnl|DSMZ|unitig_0|quiver_consensus	2565075	2566418	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q2FFH9|2.A.47.1.11	24.204	3.60e-18	86.3	86	gnl|DSMZ|unitig_0|quiver_consensus	2565075	2566418	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q2FFH9|2.A.47.1.11	24.204	3.60e-18	86.3	86	gnl|DSMZ|unitig_0|quiver_consensus	2565075	2566418	transporter
gnl|TC-DB|Q65NC0|2.A.47.1.13	2.A.47.1.13	2-oxoglutarate	EX_cpd00024_e0	rxn05493,rxn08095,rxn09827,rxn34192,rxn34193	gnl|TC-DB|Q65NC0|2.A.47.1.13	24.086	3.19e-14	73.9	81	gnl|DSMZ|unitig_0|quiver_consensus	2565084	2566415	transporter
gnl|TC-DB|Q65NC0|2.A.47.1.13	2.A.47.1.13	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q65NC0|2.A.47.1.13	24.086	3.19e-14	73.9	81	gnl|DSMZ|unitig_0|quiver_consensus	2565084	2566415	transporter
gnl|TC-DB|Q65NC0|2.A.47.1.13	2.A.47.1.13	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q65NC0|2.A.47.1.13	24.086	3.19e-14	73.9	81	gnl|DSMZ|unitig_0|quiver_consensus	2565084	2566415	transporter
gnl|TC-DB|Q65NC0|2.A.47.1.13	2.A.47.1.13	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q65NC0|2.A.47.1.13	24.086	3.19e-14	73.9	81	gnl|DSMZ|unitig_0|quiver_consensus	2565084	2566415	transporter
gnl|TC-DB|Q65NC0|2.A.47.1.13	2.A.47.1.13	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q65NC0|2.A.47.1.13	24.086	3.19e-14	73.9	81	gnl|DSMZ|unitig_0|quiver_consensus	2565084	2566415	transporter
gnl|TC-DB|Q65MM0|2.A.47.1.18	2.A.47.1.18	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q65MM0|2.A.47.1.18	26.923	3.20e-25	107	93	gnl|DSMZ|unitig_0|quiver_consensus	2565078	2566433	transporter
gnl|TC-DB|Q65MM0|2.A.47.1.18	2.A.47.1.18	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q65MM0|2.A.47.1.18	26.923	3.20e-25	107	93	gnl|DSMZ|unitig_0|quiver_consensus	2565078	2566433	transporter
gnl|TC-DB|Q65MM0|2.A.47.1.18	2.A.47.1.18	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q65MM0|2.A.47.1.18	26.923	3.20e-25	107	93	gnl|DSMZ|unitig_0|quiver_consensus	2565078	2566433	transporter
gnl|TC-DB|Q8LG88|2.A.47.1.6	2.A.47.1.6	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|Q8LG88|2.A.47.1.6	22.424	3.77e-09	57.4	84	gnl|DSMZ|unitig_0|quiver_consensus	2565081	2566412	transporter
gnl|TC-DB|Q8LG88|2.A.47.1.6	2.A.47.1.6	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q8LG88|2.A.47.1.6	22.424	3.77e-09	57.4	84	gnl|DSMZ|unitig_0|quiver_consensus	2565081	2566412	transporter
gnl|TC-DB|Q86YT5|2.A.47.1.9	2.A.47.1.9	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|Q86YT5|2.A.47.1.9	20.223	8.00e-07	50.1	91	gnl|DSMZ|unitig_0|quiver_consensus	2565084	2566433	transporter
gnl|TC-DB|Q86YT5|2.A.47.1.9	2.A.47.1.9	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q86YT5|2.A.47.1.9	20.223	8.00e-07	50.1	91	gnl|DSMZ|unitig_0|quiver_consensus	2565084	2566433	transporter
gnl|TC-DB|Q41364|2.A.47.3.1	2.A.47.3.1	2-oxoglutarate	EX_cpd00024_e0	rxn05493,rxn08095,rxn09827,rxn34192,rxn34193	gnl|TC-DB|Q41364|2.A.47.3.1	25.155	5.27e-13	70.1	81	gnl|DSMZ|unitig_0|quiver_consensus	2565027	2566448	transporter
