"","gene","rxn","name","ec","tc","qseqid","pident","evalue","bitscore","qcovs","stitle","sstart","send","pathway","status","pathway.status","complex","exception","complex.status","seed","rm","itmp"
"11098","gnl_DSMZ_unitig_0_quiver_consensus_855845:856954","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_Q0AVM3",47.594,1.07e-94,307,99,"gnl_DSMZ_unitig_0_quiver_consensus",855845,856954,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn21573",FALSE,11098
"11099","gnl_DSMZ_unitig_0_quiver_consensus_106268:105111","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_Q0AVM3",42.602,2.06e-91,298,99,"gnl_DSMZ_unitig_0_quiver_consensus",106268,105111,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn21573",FALSE,11099
"11100","gnl_DSMZ_unitig_0_quiver_consensus_106265:105102","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_Q9I2A8",45.269,1.08e-88,290,99,"gnl_DSMZ_unitig_0_quiver_consensus",106265,105102,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn21573",FALSE,11100
"11101","gnl_DSMZ_unitig_0_quiver_consensus_39862:41064","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_P21151",41.119,1.61e-80,266,100,"gnl_DSMZ_unitig_0_quiver_consensus",39862,41064,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11101
"11102","gnl_DSMZ_unitig_0_quiver_consensus_1456255:1457439","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_B4RTU9",37.656,5.59e-79,264,94,"gnl_DSMZ_unitig_0_quiver_consensus",1456255,1457439,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11102
"11103","gnl_DSMZ_unitig_0_quiver_consensus_1413812:1412655","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_P21151",39.948,4.09e-79,262,100,"gnl_DSMZ_unitig_0_quiver_consensus",1413812,1412655,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11103
"11104","gnl_DSMZ_unitig_0_quiver_consensus_1456252:1457439","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_Q15VA3",37.811,5.81e-77,258,94,"gnl_DSMZ_unitig_0_quiver_consensus",1456252,1457439,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11104
"11105","gnl_DSMZ_unitig_0_quiver_consensus_1456255:1457514","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_A6TC20",37.793,7.92e-73,246,98,"gnl_DSMZ_unitig_0_quiver_consensus",1456255,1457514,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11105
"11106","gnl_DSMZ_unitig_0_quiver_consensus_106274:105099","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_P07097",43.401,3.95e-71,239,100,"gnl_DSMZ_unitig_0_quiver_consensus",106274,105099,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn21573",FALSE,11106
"11107","gnl_DSMZ_unitig_0_quiver_consensus_507328:508515","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_P21151",39.303,3.55e-69,233,100,"gnl_DSMZ_unitig_0_quiver_consensus",507328,508515,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11107
"11108","gnl_DSMZ_unitig_0_quiver_consensus_855839:856954","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_P07097",45.699,3.99e-68,231,100,"gnl_DSMZ_unitig_0_quiver_consensus",855839,856954,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn21573",FALSE,11108
"11109","gnl_DSMZ_unitig_0_quiver_consensus_106268:105099","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_P21151",39.012,5.6e-68,230,100,"gnl_DSMZ_unitig_0_quiver_consensus",106265,105099,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11109
"11110","gnl_DSMZ_unitig_0_quiver_consensus_2229361:2230407","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_P44873",38.211,1.76e-66,226,100,"gnl_DSMZ_unitig_0_quiver_consensus",2229361,2230407,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn21573",FALSE,11110
"11111","gnl_DSMZ_unitig_0_quiver_consensus_1413818:1412655","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_A6VVM8",40.103,4.23e-62,213,100,"gnl_DSMZ_unitig_0_quiver_consensus",1413815,1412655,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn21573",FALSE,11111
"11112","gnl_DSMZ_unitig_0_quiver_consensus_3223854:3222040","RXN-16650","peptidoglycan glycosyltransferase","2.4.99.28",NA,"UniRef90_P70997",30.782,9.66e-68,239,83,"gnl_DSMZ_unitig_0_quiver_consensus",3223854,3222040,"|PWY0-1586|","good_blast",NA,NA,0,1,"rxn21612",FALSE,11112
"11113","gnl_DSMZ_unitig_0_quiver_consensus_3223854:3222040","RXN-16650","peptidoglycan glycosyltransferase","2.4.99.28",NA,"UniRef90_P70997",30.782,9.66e-68,239,83,"gnl_DSMZ_unitig_0_quiver_consensus",3223854,3222040,"|PWY0-1586|","good_blast",NA,NA,0,1,"rxn21617",FALSE,11113
"11114","gnl_DSMZ_unitig_0_quiver_consensus_28039:26663","RXN-16649","D-alanyl-D-alanine carboxypeptidase","3.4.16.4",NA,"UniRef90_A0QNG3",44.658,2.62e-108,351,95,"gnl_DSMZ_unitig_0_quiver_consensus",28039,26663,"|PWY0-1586|","good_blast",NA,NA,0,1,"rxn21618",FALSE,11114
"11115","gnl_DSMZ_unitig_0_quiver_consensus_1864607:1863291","RXN-2861","methanol dehydrogenase","1.1.2.7/",NA,"UniRef90_A9ZPH9",33.333,2.23e-66,228,99,"gnl_DSMZ_unitig_0_quiver_consensus",1864580,1863291,"|PWY-6966|","good_blast","full",NA,0,1,"rxn21641",FALSE,11115
"11116","gnl_DSMZ_unitig_0_quiver_consensus_17852:18685","MOXXANAU-RXN","2-chloroethanol dehydrogenase","1.1.2.7",NA,"UniRef90_Q98C03",22.727,4.28e-12,63.9,90,"gnl_DSMZ_unitig_0_quiver_consensus",17888,18676,"|12DICHLORETHDEG-PWY|","bad_blast",NA,NA,0,NA,"rxn21641",FALSE,11116
"11117","gnl_DSMZ_unitig_0_quiver_consensus_1187235:1188290","NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase","2.4.1.227",NA,"UniRef90_Q47QW9",53.258,1.09e-101,327,93,"gnl_DSMZ_unitig_0_quiver_consensus",1187235,1188290,"PEPTIDOGLYCANSYN-PWY2","good_blast","full",NA,0,1,"rxn21657",FALSE,11117
"11118","gnl_DSMZ_unitig_0_quiver_consensus_1187223:1188299","NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase","2.4.1.227",NA,"UniRef90_A1R5F8",54.017,2.78e-90,293,97,"gnl_DSMZ_unitig_0_quiver_consensus",1187223,1188299,"PEPTIDOGLYCANSYN-PWY2","good_blast","full",NA,0,1,"rxn21657",FALSE,11118
"11119","gnl_DSMZ_unitig_0_quiver_consensus_1187241:1188365","NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase","2.4.1.227",NA,"UniRef90_B0RIJ3",54.377,5.13e-82,270,99,"gnl_DSMZ_unitig_0_quiver_consensus",1187241,1188365,"PEPTIDOGLYCANSYN-PWY2","good_blast","full",NA,0,1,"rxn21657",FALSE,11119
"11120","gnl_DSMZ_unitig_0_quiver_consensus_1183356:1184420","PHOSNACMURPENTATRANS-RXN","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase","2.7.8.13",NA,"UniRef90_P56833",62.398,7.3e-121,381,99,"gnl_DSMZ_unitig_0_quiver_consensus",1183356,1184420,"PEPTIDOGLYCANSYN-PWY2","good_blast","full",NA,0,1,"rxn21658",FALSE,11120
"11121","gnl_DSMZ_unitig_0_quiver_consensus_1183356:1184432","PHOSNACMURPENTATRANS-RXN","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase","2.7.8.13",NA,"UniRef90_A6WCX7",70.523,9.75e-121,381,100,"gnl_DSMZ_unitig_0_quiver_consensus",1183356,1184432,"PEPTIDOGLYCANSYN-PWY2","good_blast","full",NA,0,1,"rxn21658",FALSE,11121
"11122","gnl_DSMZ_unitig_0_quiver_consensus_3223854:3222040","RXN-16650","peptidoglycan glycosyltransferase","2.4.99.28",NA,"UniRef90_P70997",30.782,9.66e-68,239,83,"gnl_DSMZ_unitig_0_quiver_consensus",3223854,3222040,"|PWY0-1586|","good_blast",NA,NA,0,1,"rxn21659",FALSE,11122
"11123","gnl_DSMZ_unitig_0_quiver_consensus_3223854:3222040","RXN-16650","peptidoglycan glycosyltransferase","2.4.99.28",NA,"UniRef90_P70997",30.782,9.66e-68,239,83,"gnl_DSMZ_unitig_0_quiver_consensus",3223854,3222040,"|PWY0-1586|","good_blast",NA,NA,0,1,"rxn21662",FALSE,11123
"11124","gnl_DSMZ_unitig_0_quiver_consensus_28039:26663","RXN-16649","D-alanyl-D-alanine carboxypeptidase","3.4.16.4",NA,"UniRef90_A0QNG3",44.658,2.62e-108,351,95,"gnl_DSMZ_unitig_0_quiver_consensus",28039,26663,"|PWY0-1586|","good_blast",NA,NA,0,1,"rxn21663",FALSE,11124
"11125","gnl_DSMZ_unitig_0_quiver_consensus_2136252:2136965","RXN-11361","molybdopterin-synthase adenylyltransferase","2.7.7.80",NA,"UniRef90_Q72J02",47.899,5.42e-51,176,88,"gnl_DSMZ_unitig_0_quiver_consensus",2136252,2136965,"|PWY-6823|","bad_blast",NA,NA,0,NA,"rxn21729",FALSE,11125
"11126","gnl_DSMZ_unitig_0_quiver_consensus_1672405:1671632","RXN-9003","para-hydroxybenzoate:hexaprenyl-diphosphate hexaprenyltransferase","2.5.1.39",NA,"UniRef90_Q3K4G3",29.323,9.03e-13,65.5,85,"gnl_DSMZ_unitig_0_quiver_consensus",1672405,1671632,"|PWY3O-19|","bad_blast",NA,NA,0,NA,"rxn21732",FALSE,11126
"11127","gnl_DSMZ_unitig_0_quiver_consensus_1672405:1671632","RXN-9003","para-hydroxybenzoate:hexaprenyl-diphosphate hexaprenyltransferase","2.5.1.39",NA,"UniRef90_Q3K4G3",29.323,9.03e-13,65.5,85,"gnl_DSMZ_unitig_0_quiver_consensus",1672405,1671632,"|PWY3O-19|","bad_blast",NA,NA,0,NA,"rxn21733",FALSE,11127
"11128","gnl_DSMZ_unitig_0_quiver_consensus_1672405:1671632","RXN-9003","para-hydroxybenzoate:hexaprenyl-diphosphate hexaprenyltransferase","2.5.1.39",NA,"UniRef90_Q3K4G3",29.323,9.03e-13,65.5,85,"gnl_DSMZ_unitig_0_quiver_consensus",1672405,1671632,"|PWY3O-19|","bad_blast",NA,NA,0,NA,"rxn21734",FALSE,11128
"11129","gnl_DSMZ_unitig_0_quiver_consensus_1603730:1602912","RXN3DJ-11417","sphingosine kinase","2.7.1.91",NA,"UniRef50_A0A965JJI4",28.114,9.37e-24,98.6,91,"gnl_DSMZ_unitig_0_quiver_consensus",1603730,1602912,"|PWY3DJ-11470|","bad_blast",NA,NA,0,NA,"rxn21744",FALSE,11129
"11130","gnl_DSMZ_unitig_0_quiver_consensus_594010:593732","RXN-11396","8-oxo-dGTP diphosphatase","3.6.1.55",NA,"UniRef90_P32090",35.106,1.57e-10,53.5,83,"gnl_DSMZ_unitig_0_quiver_consensus",594010,593732,"|PWY-6502|","bad_blast",NA,NA,0,NA,"rxn21779",FALSE,11130
"11131","gnl_DSMZ_unitig_0_quiver_consensus_1650710:1650018","RXN-17396","3-dehydrodeoxycholate reductase","1.1.1.52",NA,"tr|R7B6R4|R7B6R4_9ACTN",36.975,1.12e-35,131,99,"gnl_DSMZ_unitig_0_quiver_consensus",1650707,1650036,"|PWY-7754|","bad_blast",NA,NA,0,NA,"rxn21854",FALSE,11131
"11132","gnl_DSMZ_unitig_0_quiver_consensus_497391:496633","1.1.1.52-RXN","3-dehydrolithocholate reductase","1.1.1.52",NA,"sp|P19337|BAIA2_CLOSV",26.549,1.93e-17,78.6,98,"gnl_DSMZ_unitig_0_quiver_consensus",497319,496645,"|PWY-7754|","bad_blast",NA,NA,0,NA,"rxn21854",FALSE,11132
"11133","gnl_DSMZ_unitig_0_quiver_consensus_3015558:3014731","RXN-17397","3-oxo-deoxycholate 3beta-dehydrogenase","1.1.1.391",NA,"tr|R7AF73|R7AF73_9ACTN",37.778,2.97e-58,197,98,"gnl_DSMZ_unitig_0_quiver_consensus",3015534,3014752,"|PWY-7755|","bad_blast",NA,NA,0,NA,"rxn21855",FALSE,11133
"11134","gnl_DSMZ_unitig_0_quiver_consensus_1965457:1964732","RXN-17409","3-oxo-lithocholate 3beta-dehydrogenase","1.1.1.391",NA,"UniRef90_C8WGQ3",36.437,1.59e-23,96.7,98,"gnl_DSMZ_unitig_0_quiver_consensus",1965457,1964732,"|PWY-7755|","bad_blast",NA,NA,0,NA,"rxn21855",FALSE,11134
"11135","gnl_DSMZ_unitig_0_quiver_consensus_1896569:1897531","2.3.1.180-RXN","beta-ketoacyl-[acyl-carrier-protein] synthase III","2.3.1.180",NA,"UniRef90_Q54206",59.938,1.99e-111,353,97,"gnl_DSMZ_unitig_0_quiver_consensus",1896569,1897531,"|PWY1A0-6120|","good_blast",NA,NA,0,1,"rxn21856",FALSE,11135
"11136","gnl_DSMZ_unitig_0_quiver_consensus_1896563:1897525","2.3.1.180-RXN","beta-ketoacyl-[acyl-carrier-protein] synthase III","2.3.1.180",NA,"UniRef90_A5EXD7",39.385,1.83e-68,229,99,"gnl_DSMZ_unitig_0_quiver_consensus",1896563,1897525,"|PWY1A0-6120|","good_blast",NA,NA,0,1,"rxn21856",FALSE,11136
"11137","gnl_DSMZ_unitig_0_quiver_consensus_1650710:1650018","3-OXOACYL-ACP-REDUCT-RXN","3-oxoacyl-[ACP] reductase","1.1.1.100",NA,"UniRef90_O07399",57.143,6.72e-79,256,93,"gnl_DSMZ_unitig_0_quiver_consensus",1650710,1650018,"|FASYN-ELONG-PWY|","good_blast",NA,NA,0,1,"rxn21857",FALSE,11137
"11138","gnl_DSMZ_unitig_0_quiver_consensus_497391:496633","3-OXOACYL-ACP-REDUCT-RXN","3-oxoacyl-[ACP] reductase","1.1.1.100",NA,"UniRef90_Q9RPT1",48.649,7.42e-63,209,99,"gnl_DSMZ_unitig_0_quiver_consensus",497391,496633,"|FASYN-ELONG-PWY|","good_blast",NA,NA,0,1,"rxn21857",FALSE,11138
"11139","gnl_DSMZ_unitig_0_quiver_consensus_518970:519389","RXN-9537","(R)3-hydroxymyristoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-tetradeca-2-enoyl-[acyl-carrier-protein]-forming)","4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61",NA,"tr|P96927|P96927_MYCTO",53.191,1.72e-42,146,99,"gnl_DSMZ_unitig_0_quiver_consensus",518970,519389,"|PWY-5971|","bad_blast","keyenzyme",NA,0,NA,"rxn21858",FALSE,11139
"11140","gnl_DSMZ_unitig_0_quiver_consensus_2521043:2521342","3-HYDROXYDECANOYL-ACP-DEHYDR-RXN","(R)3-hydroxyacyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-delta2-enoyl-[acyl-carrier-protein]-forming)","4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61",NA,"UniRef90_B2A8L3",26.357,0.1,29.3,91,"gnl_DSMZ_unitig_0_quiver_consensus",2521043,2521342,"|FASYN-ELONG-PWY|","bad_blast",NA,NA,0,NA,"rxn21858",FALSE,11140
"11141","gnl_DSMZ_unitig_0_quiver_consensus_1649965:1649222","ENOYL-ACP-REDUCT-NADPH-RXN","2,3,4-saturated fatty acyl-[acp] dehydrogenase","1.3.1.10/1.3.1.104/1.3.1.39",NA,"UniRef90_Q2FZQ3",39.608,8.37e-46,160,98,"gnl_DSMZ_unitig_0_quiver_consensus",1649965,1649222,"|FASYN-ELONG-PWY|","bad_blast",NA,NA,0,NA,"rxn21859",FALSE,11141
"11142","gnl_DSMZ_unitig_0_quiver_consensus_1965457:1964732","RXN-21640","enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III)","1.3.1.104/1.3.1.10",NA,"UniRef90_P71079",30.645,4.46e-28,109,99,"gnl_DSMZ_unitig_0_quiver_consensus",1965457,1964732,"|PWY-8173|","bad_blast",NA,NA,0,NA,"rxn21859",FALSE,11142
"11143","gnl_DSMZ_unitig_0_quiver_consensus_1897956:1899170","3-OXOACYL-ACP-SYNTH-RXN","beta-ketoacyl-ACP synthase","2.3.1.179/2.3.1.41",NA,"UniRef90_Q83E37",44.66,9.68e-107,343,98,"gnl_DSMZ_unitig_0_quiver_consensus",1897956,1899170,"|FASYN-ELONG-PWY|","good_blast",NA,NA,0,1,"rxn21860",FALSE,11143
"11144","gnl_DSMZ_unitig_0_quiver_consensus_1897935:1899170","3-OXOACYL-ACP-SYNTH-RXN","beta-ketoacyl-ACP synthase","2.3.1.179/2.3.1.41",NA,"UniRef90_P55338",42.28,3e-102,330,99,"gnl_DSMZ_unitig_0_quiver_consensus",1897935,1899170,"|FASYN-ELONG-PWY|","good_blast",NA,NA,0,1,"rxn21860",FALSE,11144
"11145","gnl_DSMZ_unitig_0_quiver_consensus_1897959:1899182","RXN-9535","beta-ketomeristoyl-[acp] synthase","2.3.1.41/2.3.1.179",NA,"UniRef90_P43710",37.198,1.59e-61,212,99,"gnl_DSMZ_unitig_0_quiver_consensus",1897959,1899182,"|PWY-5971|","good_blast","keyenzyme",NA,0,1,"rxn21860",FALSE,11145
"11146","gnl_DSMZ_unitig_0_quiver_consensus_1650710:1650018","3-OXOACYL-ACP-REDUCT-RXN","3-oxoacyl-[ACP] reductase","1.1.1.100",NA,"UniRef90_O07399",57.143,6.72e-79,256,93,"gnl_DSMZ_unitig_0_quiver_consensus",1650710,1650018,"|FASYN-ELONG-PWY|","good_blast",NA,NA,0,1,"rxn21861",FALSE,11146
"11147","gnl_DSMZ_unitig_0_quiver_consensus_497391:496633","3-OXOACYL-ACP-REDUCT-RXN","3-oxoacyl-[ACP] reductase","1.1.1.100",NA,"UniRef90_Q9RPT1",48.649,7.42e-63,209,99,"gnl_DSMZ_unitig_0_quiver_consensus",497391,496633,"|FASYN-ELONG-PWY|","good_blast",NA,NA,0,1,"rxn21861",FALSE,11147
"11148","gnl_DSMZ_unitig_0_quiver_consensus_518970:519389","RXN-9537","(R)3-hydroxymyristoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-tetradeca-2-enoyl-[acyl-carrier-protein]-forming)","4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61",NA,"tr|P96927|P96927_MYCTO",53.191,1.72e-42,146,99,"gnl_DSMZ_unitig_0_quiver_consensus",518970,519389,"|PWY-5971|","bad_blast","keyenzyme",NA,0,NA,"rxn21862",FALSE,11148
"11149","gnl_DSMZ_unitig_0_quiver_consensus_2521043:2521342","3-HYDROXYDECANOYL-ACP-DEHYDR-RXN","(R)3-hydroxyacyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-delta2-enoyl-[acyl-carrier-protein]-forming)","4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61",NA,"UniRef90_B2A8L3",26.357,0.1,29.3,91,"gnl_DSMZ_unitig_0_quiver_consensus",2521043,2521342,"|FASYN-ELONG-PWY|","bad_blast",NA,NA,0,NA,"rxn21862",FALSE,11149
"11150","gnl_DSMZ_unitig_0_quiver_consensus_1649965:1649222","ENOYL-ACP-REDUCT-NADPH-RXN","2,3,4-saturated fatty acyl-[acp] dehydrogenase","1.3.1.10/1.3.1.104/1.3.1.39",NA,"UniRef90_Q2FZQ3",39.608,8.37e-46,160,98,"gnl_DSMZ_unitig_0_quiver_consensus",1649965,1649222,"|FASYN-ELONG-PWY|","bad_blast",NA,NA,0,NA,"rxn21863",FALSE,11150
"11151","gnl_DSMZ_unitig_0_quiver_consensus_1965457:1964732","RXN-21640","enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III)","1.3.1.104/1.3.1.10",NA,"UniRef90_P71079",30.645,4.46e-28,109,99,"gnl_DSMZ_unitig_0_quiver_consensus",1965457,1964732,"|PWY-8173|","bad_blast",NA,NA,0,NA,"rxn21863",FALSE,11151
"11152","gnl_DSMZ_unitig_0_quiver_consensus_1553244:1552090","RXN-11484","8-amino-7-oxononanoate synthase","2.3.1.47",NA,"UniRef90_A1U4B1",38.083,2.88e-67,228,96,"gnl_DSMZ_unitig_0_quiver_consensus",1553244,1552090,"|PWY-6519|","good_blast",NA,NA,0,1,"rxn21864",FALSE,11152
"11153","gnl_DSMZ_unitig_0_quiver_consensus_1553241:1552078","RXN-11484","8-amino-7-oxononanoate synthase","2.3.1.47",NA,"UniRef90_Q0A5W2",40.769,3.69e-66,225,97,"gnl_DSMZ_unitig_0_quiver_consensus",1553241,1552078,"|PWY-6519|","good_blast",NA,NA,0,1,"rxn21864",FALSE,11153
"11154","gnl_DSMZ_unitig_0_quiver_consensus_1553229:1552102","RXN-11484","8-amino-7-oxononanoate synthase","2.3.1.47",NA,"UniRef90_Q5SHZ8",39.394,4.5e-64,219,91,"gnl_DSMZ_unitig_0_quiver_consensus",1553190,1552105,"|PWY-6519|","good_blast",NA,NA,0,1,"rxn21864",FALSE,11154
"11155","gnl_DSMZ_unitig_0_quiver_consensus_1041597:1043318","RXN-11496","pyruvate oxidase","1.2.5.1/1.2.2.2",NA,"UniRef90_P07003",54.087,0,616,99,"gnl_DSMZ_unitig_0_quiver_consensus",1041597,1043318,"|PWY-7544|","good_blast",NA,NA,0,1,"rxn21874",FALSE,11155
"11156","gnl_DSMZ_unitig_0_quiver_consensus_925419:927086","RXN-11496","pyruvate oxidase","1.2.5.1/1.2.2.2",NA,"UniRef90_P07003",28.369,3.37e-59,211,99,"gnl_DSMZ_unitig_0_quiver_consensus",925419,927086,"|PWY-7544|","good_blast",NA,NA,0,1,"rxn21874",FALSE,11156
"11157","gnl_DSMZ_unitig_0_quiver_consensus_1349361:1350293","FRUCTOKINASE-RXN","D-lactate dehydrogenase","2.7.1.4",NA,"sp|P23917|MAK_ECOLI",29.968,8.42e-18,80.9,99,"gnl_DSMZ_unitig_0_quiver_consensus",1349361,1350284,"|P122-PWY|","bad_blast",NA,NA,0,NA,"rxn21891",FALSE,11157
"11158","gnl_DSMZ_unitig_0_quiver_consensus_17846:18682","RXN-11511","carbazole 1,9a-dioxygenase","1.14.12.22",NA,"sp|Q9AQM4|CARC_PSERE",36.429,2.05e-55,190,97,"gnl_DSMZ_unitig_0_quiver_consensus",17846,18682,"|PWY-6550|","bad_blast",NA,NA,0,NA,"rxn21900",FALSE,11158
"11159","gnl_DSMZ_unitig_0_quiver_consensus_1286303:1285488","RXN0-5226","beta-N-acetylglucosaminidase","3.2.1.52/3.2.1.29/3.2.1.30",NA,"UniRef90_P96157",31.408,7.12e-26,105,78,"gnl_DSMZ_unitig_0_quiver_consensus",1286303,1285488,"|PWY0-1261|","bad_blast",NA,NA,0,NA,"rxn21998",FALSE,11159
"11160","gnl_DSMZ_unitig_0_quiver_consensus_942368:941142","RXN-14116","1-pyrroline-5-carboxylate dehydrogenase","1.2.1.88/1.5.1.12",NA,"UniRef90_A8F9T1",36.643,2.11e-64,224,93,"gnl_DSMZ_unitig_0_quiver_consensus",942368,941142,"|ARGASEDEG-PWY|","good_blast",NA,NA,0,1,"rxn22005",FALSE,11160
"11161","gnl_DSMZ_unitig_0_quiver_consensus_942401:941142","RXN-14116","1-pyrroline-5-carboxylate dehydrogenase","1.2.1.88/1.5.1.12",NA,"UniRef90_Q81IP0",33.41,5.14e-64,223,93,"gnl_DSMZ_unitig_0_quiver_consensus",942401,941142,"|ARGASEDEG-PWY|","good_blast",NA,NA,0,1,"rxn22005",FALSE,11161
"11162","gnl_DSMZ_unitig_0_quiver_consensus_942416:941136","RXN-14116","1-pyrroline-5-carboxylate dehydrogenase","1.2.1.88/1.5.1.12",NA,"UniRef90_Q2FV67",32.579,1.35e-62,219,96,"gnl_DSMZ_unitig_0_quiver_consensus",942416,941136,"|ARGASEDEG-PWY|","good_blast",NA,NA,0,1,"rxn22005",FALSE,11162
"11163","gnl_DSMZ_unitig_0_quiver_consensus_1032989:1034404","RXN-14116","1-pyrroline-5-carboxylate dehydrogenase","1.2.1.88/1.5.1.12",NA,"UniRef90_Q81IP0",32.506,6.44e-57,202,93,"gnl_DSMZ_unitig_0_quiver_consensus",1033154,1034332,"|ARGASEDEG-PWY|","good_blast",NA,NA,0,1,"rxn22005",FALSE,11163
"11164","gnl_DSMZ_unitig_0_quiver_consensus_2021011:2022474","RXN-11647","1-hydroxylycopene 3,4-desaturase","1.3.99.27",NA,"UniRef90_L7WC64",25.562,5.31e-44,163,94,"gnl_DSMZ_unitig_0_quiver_consensus",2021011,2022450,"|PWY-6581|","bad_blast",NA,NA,0,NA,"rxn22018",FALSE,11164
"11165","gnl_DSMZ_unitig_0_quiver_consensus_1567961:1566486","RXN-11707","octadecanyl-[acp] reductase","1.2.1.80",NA,"UniRef90_H8ZPX2",40.871,8.81e-80,268,99,"gnl_DSMZ_unitig_0_quiver_consensus",1567955,1566525,"|PWY-6622|","good_blast",NA,NA,0,1,"rxn22064",FALSE,11165
"11166","gnl_DSMZ_unitig_0_quiver_consensus_2879809:2881311","RXN-11707","octadecanyl-[acp] reductase","1.2.1.80",NA,"UniRef90_H8ZPX2",34.756,2.61e-71,243,99,"gnl_DSMZ_unitig_0_quiver_consensus",2879836,2881278,"|PWY-6622|","good_blast",NA,NA,0,1,"rxn22064",FALSE,11166
"11167","gnl_DSMZ_unitig_0_quiver_consensus_1021363:1022832","RXN-11707","octadecanyl-[acp] reductase","1.2.1.80",NA,"UniRef90_H8ZPX2",35.22,3.89e-67,231,99,"gnl_DSMZ_unitig_0_quiver_consensus",1021402,1022817,"|PWY-6622|","good_blast",NA,NA,0,1,"rxn22064",FALSE,11167
